,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,index,namematch_collector,namematch_wikidata,namematch_distance
714,Auquier,P.H.,,,,,,,"Auquier, P.H.",3,http://id.snsb.info/snsb/collection/462791/563949/241631,11952,"Auquier, P.H.","Auquier, P.H.",0.0
715,Auriault,R.,,,,,,,"Auriault, R.",2,https://herbarium.bgbm.org/object/B100184649,3136,"Auriault, R.","Auriault, R.",0.0
719,Ausserdorfer,A.,,,,,,,"Ausserdorfer, A.",43,https://je.jacq.org/JE00015328,19830,"Ausserdorfer, A.","Ausserdorfer, A.",0.0
722,Austin,C.F.,,,,,,,"Austin, C.F.",1,https://je.jacq.org/JE04006804,535,"Austin, C.F.","Austin, C.F.",0.0
736,Awasthi,D.D.,,,,,,,"Awasthi, D.D.",1,https://herbarium.bgbm.org/object/B100240405,10828,"Awasthi, D.D.","Awasthi, D.D.",0.0
742,Ayala,F.,,,,,,,"Ayala, F.",10,http://id.snsb.info/snsb/collection/502771/624005/281561,20071,"Ayala, F.","Ayala, F.",0.0
745,Ayensu,E.S.,,,,,,,"Ayensu, E.S.",11,https://herbarium.bgbm.org/object/B100057313,15708,"Ayensu, E.S.","Ayensu, E.S.",0.0
750,Aytaç,Z.,,,,,,,"Aytaç, Z.",5,http://id.snsb.info/snsb/collection/469064/575367/248016,17348,"Aytaç, Z.","Aytaç, Z.",0.0
754,Aznavour,G.V.,,,,,,,"Aznavour, G.V.",28,http://id.snsb.info/snsb/collection/455488/556016/234968,5887,"Aznavour, G.V.","Aznavour, G.V.",0.0
763,Baar,R.,,,,,,,"Baar, R.",1,https://je.jacq.org/JE00019199,18323,"Baar, R.","Bačar, R.",0.0
766,Babalonas,D.,,,,,,,"Babalonas, D.",4,https://herbarium.bgbm.org/object/B101133577,11648,"Babalonas, D.","Babalonas, D.",0.0
767,Babcock,E.B.,,,,,,,"Babcock, E.B.",1,https://herbarium.bgbm.org/object/B100277022,512,"Babcock, E.B.","Babcock, E.B.",0.0
772,Bacchetta,G.,,,,,,,"Bacchetta, G.",11,http://id.snsb.info/snsb/collection/469355/575658/248307,13902,"Bacchetta, G.","Bacchetta, G.",0.0
778,Bachmann,F.,,,,,,,"Bachmann, F.",39,https://herbarium.bgbm.org/object/B100841972,6094,"Bachmann, F.","Bachmann, F.",0.0
783,Backer,C.A.,,,,,,,"Backer, C.A.",6,http://id.snsb.info/snsb/collection/503357/624610/282132,5935,"Backer, C.A.","Backer, C.A.",0.0
784,Backhouse,J.,,,,,,,"Backhouse, J.",1,https://herbarium.bgbm.org/object/B200115535a,3549,"Backhouse, J.","Backhouse, J.",0.0
785,Baden,C.,,,,,,,"Baden, C.",4,https://herbarium.bgbm.org/object/B100108518,13513,"Baden, C.","Baden, C.",0.0
787,Badillo,V.M.,,,,,,,"Badillo, V.M.",11,https://herbarium.bgbm.org/object/B100004085,707,"Badillo, V.M.","Badillo, V.M.",0.0
790,Baehr,M.,,,,,,,"Baehr, M.",2,https://herbarium.bgbm.org/object/B180012936,15392,"Baehr, M.","Baehr, M.",0.0
793,Baenitz,C.G.,,,,,,,"Baenitz, C.G.",283,http://id.snsb.info/snsb/collection/408001/477290/191885,18436,"Baenitz, C.G.","Baenitz, C.G.",0.0
796,Baesecke,P.,,,,,,,"Baesecke, P.",3,https://herbarium.bgbm.org/object/B101002321,8407,"Baesecke, P.","Baesecke, P.",0.0
800,Bagheri,A.,,,,,,,"Bagheri, A.",5,http://id.snsb.info/snsb/collection/469377/575680/248329,19362,"Bagheri, A.","Bagheri, A.",0.0
801,Bagnis,C.,,,,,,,"Bagnis, C.",2,https://herbarium.bgbm.org/object/B700016356,17193,"Bagnis, C.","Bagnis, C.",0.0
812,Bailey,C.,,,,,,,"Bailey, C.",23,https://herbarium.bgbm.org/object/B100841431,5355,"Bailey, C.","Bailey, C.",0.0
813,Bailey,F.M.,,,,,,,"Bailey, F.M.",5,http://id.snsb.info/snsb/collection/648626/704296/354330,10674,"Bailey, F.M.","Bailey, F.M.",0.0
815,Bailey,J.F.,,,,,,,"Bailey, J.F.",1,https://herbarium.bgbm.org/object/B100279608,13487,"Bailey, J.F.","Bailey, J.F.",0.0
818,Baillargeon,G.,,,,,,,"Baillargeon, G.",12,https://herbarium.bgbm.org/object/B100526365,8225,"Baillargeon, G.","Baillargeon, G.",0.0
820,Baines,T.,,,,,,,"Baines, T.",3,https://herbarium.bgbm.org/object/B100057214,17633,"Baines, T.","Baines, T.",0.0
825,Baker,C.F.,,,,,,,"Baker, C.F.",208,http://id.snsb.info/snsb/collection/189814/220392/172182,10649,"Baker, C.F.","Baker, C.F.",0.0
826,Baker,C.J.,,,,,,,"Baker, C.J.",15,https://je.jacq.org/JE04003121,7680,"Baker, C.J.","Baker, C.J.",0.0
827,Baker,H.A.,,,,,,,"Baker, H.A.",8,http://id.snsb.info/snsb/collection/18572/27351/18392,19954,"Baker, H.A.","Baker, H.A.",0.0
828,Baker,J.G.,,,,,,,"Baker, J.G.",3,https://je.jacq.org/JE00018167,5861,"Baker, J.G.","Baker, J.G.",0.0
830,Baker,M.A.,,,,,,,"Baker, M.A.",1,https://herbarium.bgbm.org/object/B180018899,17681,"Baker, M.A.","Baker, M.A.",0.0
831,Baker,M.S.,,,,,,,"Baker, M.S.",2,http://id.snsb.info/snsb/collection/478626/589549/259648,5154,"Baker, M.S.","Baker, M.S.",0.0
833,Baker,R.,,,,,,,"Baker, R.",2,http://id.snsb.info/snsb/collection/653942/711317/359988,7712,"Baker, R.","Baker, R.",0.0
834,Baker,R.E.D.,,,,,,,"Baker, R.E.D.",1,https://herbarium.bgbm.org/object/B100591550,6892,"Baker, R.E.D.","Baker, R.E.D.",0.0
838,Balansa,B.,,,,,,,"Balansa, B.",640,http://id.snsb.info/snsb/collection/468939/575242/247891,19509,"Balansa, B.","Balansa, B.",0.0
842,Balbis,G.B.,,,,,,,"Balbis, G.B.",19,http://id.snsb.info/snsb/collection/455822/556351/235302,18466,"Balbis, G.B.","Balbis, G.B.",0.0
844,Baldacci,A.,,,,,,,"Baldacci, A.",31,http://id.snsb.info/snsb/collection/119196/177995/120117,17272,"Baldacci, A.","Baldacci, A.",0.0
845,Baldacci,E.,,,,,,,"Baldacci, E.",1,http://id.snsb.info/snsb/collection/469499/575802/248451,5838,"Baldacci, E.","Baldacci, E.",0.0
850,Baldini,R.M.,,,,,,,"Baldini, R.M.",4,https://herbarium.bgbm.org/object/B100460296,14568,"Baldini, R.M.","Baldini, R.M.",0.0
852,Baldwin,D.D.,,,,,,,"Baldwin, D.D.",2,https://je.jacq.org/JE04009876,5444,"Baldwin, D.D.","Baldwin, D.D.",0.0
861,Balfour,I.B.,,,,,,,"Balfour, I.B.",23,http://id.snsb.info/snsb/collection/491057/603293/272941,19632,"Balfour, I.B.","Balfour, I.B.",0.0
863,Balfour,J.H.,,,,,,,"Balfour, J.H.",1,https://herbarium.bgbm.org/object/B100721812,10858,"Balfour, J.H.","Balfour, J.H.",0.0
865,Balkwill,K.,,,,,,,"Balkwill, K.",104,http://id.snsb.info/snsb/collection/17421/26200/17241,14631,"Balkwill, K.","Balkwill, K.",0.0
868,Ball,J.,,,,,,,"Ball, J.",11,https://herbarium.bgbm.org/object/B100249976,16624,"Ball, J.","Ball, J.",0.0
870,Ballard,F.,,,,,,,"Ballard, F.",1,https://herbarium.bgbm.org/object/B100526416,15845,"Ballard, F.","Ballard, F.",0.0
874,Balls,E.K.,,,,,,,"Balls, E.K.",7,https://herbarium.bgbm.org/object/B100068816,10950,"Balls, E.K.","Balls, E.K.",0.0
876,Bally,P.R.O.,,Ritchie in,,,,,"Bally, P.R.O.",21,http://id.snsb.info/snsb/collection/19737/28516/19557,5924,"Bally, P.R.O.","Bally, P.R.O.",0.0
880,Balslev,H.,,,,,,,"Balslev, H.",15,https://herbarium.bgbm.org/object/B100001918,14980,"Balslev, H.","Balslev, H.",0.0
885,Bamberger,J.G.,,,,,,,"Bamberger, J.G.",4,https://herbarium.bgbm.org/object/B100144929,11977,"Bamberger, J.G.","Bamberger, J.G.",0.0
888,Bamler,G.,,,,,,,"Bamler, G.",42,http://id.snsb.info/snsb/collection/648686/704357/354390,2711,"Bamler, G.","Bamler, G.",0.0
898,Bang,M.,,,,,,,"Bang, M.",534,http://id.snsb.info/snsb/collection/117761/176561/118824,16328,"Bang, M.","Bang, M.",0.0
901,Banks,J.,,,,,,,"Banks, J.",11,https://herbarium.bgbm.org/object/B1001855931,12219,"Banks, J.","Banks, J.",0.0
912,Baranov,P.,,,,,,,"Baranov, P.",1,https://herbarium.bgbm.org/object/B100030613,5070,"Baranov, P.","Baranov, P.",0.0
914,Baranov,V.,,,,,,,"Baranov, V.",3,https://herbarium.bgbm.org/object/B100127307,17536,"Baranov, V.","Baranov, V.",0.0
918,Barber,A.,,,,,,,"Barber, A.",1,https://herbarium.bgbm.org/object/B100241774,9488,"Barber, A.","Barber, A.",0.0
919,Barber,C.A.,,,,,,,"Barber, C.A.",1,http://id.snsb.info/snsb/collection/667515/726096/373750,3113,"Barber, C.A.","Barber, C.A.",0.0
920,Barber,C.M.,,,,,,,"Barber, C.M.",8,https://herbarium.bgbm.org/object/B100242777,3150,"Barber, C.M.","Barber, C.M.",0.0
922,Barberá,P.,,,,,,,"Barberá, P.",1,https://herbarium.bgbm.org/object/B101135646,13230,"Barberá, P.","Barber, P.(.",0.0
924,Barbey,W.,,,,,,,"Barbey, W.",6,http://id.snsb.info/snsb/collection/490767/603003/272651,6620,"Barbey, W.","Barbey, W.",0.0
931,Barbosa,L.A.G.,,,,,,,"Barbosa, L.A.G.",2,http://id.snsb.info/snsb/collection/652935/709656/358646,2232,"Barbosa, L.A.G.","Barbosa, L.A.G.",0.0
934,Barbour,W.C.,,,,,,,"Barbour, W.C.",3,https://dr.jacq.org/DR056113,7021,"Barbour, W.C.","Barbour, W.C.",0.0
935,Barcellos,A.M.P.,,,,,,,"Barcellos, A.M.P.",1,https://je.jacq.org/JE00020996,5389,"Barcellos, A.M.P.","Barcellos, A.M.P.",0.0
938,Barclay,H.G.,,,,,,,"Barclay, H.G.",1,https://herbarium.bgbm.org/object/B100412752,2314,"Barclay, H.G.","Barclay, H.G.",0.0
940,Bareka,P.,,,,,,,"Bareka, P.",3,https://herbarium.bgbm.org/object/B100192765,7679,"Bareka, P.","Bareka, P.",0.0
945,Barker,N.P.,,,,,,,"Barker, N.P.",1,https://herbarium.bgbm.org/object/B100023072,9922,"Barker, N.P.","Barker, N.P.",0.0
946,Barker,R.M.,,,,,,,"Barker, R.M.",4,https://herbarium.bgbm.org/object/B101043640,11718,"Barker, R.M.","Barker, R.M.",0.0
948,Barker,W.R.,,,,,,,"Barker, W.R.",11,http://id.snsb.info/snsb/collection/490100/602336/271984,1133,"Barker, W.R.","Barker, W.R.",0.0
951,Barkley,F.A.,,,,,,,"Barkley, F.A.",2,http://id.snsb.info/snsb/collection/479224/590261/260202,6950,"Barkley, F.A.","Barkley, F.A.",0.0
960,Barnes,C.R.,,,,,,,"Barnes, C.R.",6,https://je.jacq.org/JE04005339,16221,"Barnes, C.R.","Barnes, C.R.",0.0
967,Baron,P.A.,,,,,,,"Baron, P.A.",3,http://id.snsb.info/snsb/collection/21430/30208/21249,6155,"Baron, P.A.","Baron, P.A.",0.0
968,Baron,R.,,,,,,,"Baron, R.",12,http://id.snsb.info/snsb/collection/646094/701154/351744,10115,"Baron, R.","Baron, R.",0.0
971,Barrandon,A.,,,,,,,"Barrandon, A.",1,https://herbarium.bgbm.org/object/B100384571,11255,"Barrandon, A.","Barrandon, A.",0.0
974,Barratte,G.,,,,,,,"Barratte, G.",2,https://herbarium.bgbm.org/object/B100154858,11223,"Barratte, G.","Barratte, G.",0.0
976,Barrelier,J.,,,,,,,"Barrelier, J.",1,http://id.snsb.info/snsb/collection/499266/620482/278069,10390,"Barrelier, J.","Barrelier, J.",0.0
987,Barrie,F.,,,,,,,"Barrie, F.",1,https://herbarium.bgbm.org/object/B100086778,594,"Barrie, F.","Barrie, F.",0.0
1000,Barter,C.,,,,,,,"Barter, C.",29,http://id.snsb.info/snsb/collection/16788/25567/16608,13135,"Barter, C.","Barter, C.",0.0
1002,Barth,J.,,,,,,,"Barth, J.",151,http://id.snsb.info/snsb/collection/407997/477286/191881,15969,"Barth, J.","Barth, J.",0.0
1007,Barthelat,F.,,,,,,,"Barthelat, F.",1,https://herbarium.bgbm.org/object/B100131438,2093,"Barthelat, F.","Barthelat, F.",0.0
1008,Barthlott,W.,,,,,,,"Barthlott, W.",13,https://herbarium.bgbm.org/object/B100240579,11879,"Barthlott, W.","Barthlott, W.",0.0
1011,Bartholomew,B.M.,,,,,,,"Bartholomew, B.M.",6,http://id.snsb.info/snsb/collection/24531/33309/24099,12817,"Bartholomew, B.M.","Bartholomew, B.M.",0.0
1012,Bartholomew,E.,,,,,,,"Bartholomew, E.",2,https://herbarium.bgbm.org/object/B700016361,9299,"Bartholomew, E.","Bartholomew, E.",0.0
1014,Bartlett,A.W.,,,,,,,"Bartlett, A.W.",2,https://herbarium.bgbm.org/object/B100249239,2175,"Bartlett, A.W.","Bartlett, A.W.",0.0
1015,Bartlett,H.H.,,,,,,,"Bartlett, H.H.",3,https://je.jacq.org/JE04004365,10508,"Bartlett, H.H.","Bartlett, H.H.",0.0
1016,Bartlett,J.K.,,,,,,,"Bartlett, J.K.",11,https://je.jacq.org/JE04003024,15678,"Bartlett, J.K.","Bartlett, J.K.",0.0
1020,Bartram,E.B.,,,,,,,"Bartram, E.B.",2,https://je.jacq.org/JE04008195,2530,"Bartram, E.B.","Bartram, E.B.",0.0
1026,Baschant,R.,,,,,,,"Baschant, R.",19,https://herbarium.bgbm.org/object/B100525401,7480,"Baschant, R.","Baschant, R.",0.0
1039,Bastmeijer,J.D.,,,,,,,"Bastmeijer, J.D.",1,http://id.snsb.info/snsb/collection/655254/712721/361308,10539,"Bastmeijer, J.D.","Bastmeijer, J.D.",0.0
1043,Bateman,J.,,,,,,,"Bateman, J.",1,http://id.snsb.info/snsb/collection/530951/654279/309801,15450,"Bateman, J.","Bateman, J.",0.0
1046,Bates,G.L.,,,,,,,"Bates, G.L.",3,https://herbarium.bgbm.org/object/B100165700,563,"Bates, G.L.","Bates, G.L.",0.0
1047,Bates,J.M.,,,,,,,"Bates, J.M.",3,https://herbarium.bgbm.org/object/B700016394,6959,"Bates, J.M.","Bates, J.M.",0.0
1054,Battandier,J.A.,,,,,,,"Battandier, J.A.",9,https://je.jacq.org/JE00006655,18713,"Battandier, J.A.","Battandier, J.A.",0.0
1060,Bauer,A.,,,,,,,"Bauer, A.",1,http://id.snsb.info/snsb/collection/512019/634329/291434,4261,"Bauer, A.","Bauer, A.",0.0
1061,Bauer,E.,,,,,,,"Bauer, E.",21,http://id.snsb.info/snsb/collection/652232/708947/357901,14595,"Bauer, E.","Bauer, E.",0.0
1062,Bauer,F.,,,,,,,"Bauer, F.",1,https://herbarium.bgbm.org/object/B101154108,16200,"Bauer, F.","Bauer, F.",0.0
1065,Bauer,G.H.,,,,,,,"Bauer, G.H.",1,https://herbarium.bgbm.org/object/B100198823,151,"Bauer, G.H.","Bauer, G.H.",0.0
40,Bauer,Ferdinand,,,,,,,"Bauer, Ferdinand",1,https://herbarium.bgbm.org/object/B200125230,530,"Bauer, Ferdinand","Bauer, Ferdinand",0.0
1072,Baum,A.,,,,,,,"Baum, A.",2,https://herbarium.bgbm.org/object/B100298567,4564,"Baum, A.","Baum, A.",0.0
1073,Baum,H.,,,,,,,"Baum, H.",283,http://id.snsb.info/snsb/collection/15655/24373/15475,14776,"Baum, H.","Baum, H.",0.0
1075,Baumann,E.,,,,,,,"Baumann, E.",17,https://je.jacq.org/JE00003488,14209,"Baumann, E.","Baumann, E.",0.0
1076,Baumann,H.,,,,,,,"Baumann, H.",1,https://herbarium.bgbm.org/object/B100294598,15667,"Baumann, H.","Baumann, H.",0.0
1078,Baumann-Bodenheim,M.G.,,,,,,,"Baumann-Bodenheim, M.G.",2,https://herbarium.bgbm.org/object/B100365092,3073,"Baumann-Bodenheim, M.G.","Baumann-Bodenheim, M.G.",0.0
1084,Baumgarten,J.C.G.,,,,,,,"Baumgarten, J.C.G.",8,https://herbarium.bgbm.org/object/B100841477,5886,"Baumgarten, J.C.G.","Baumgarten, J.C.G.",0.0
1086,Baumgartner,J.,,,,,,,"Baumgartner, J.",7,https://je.jacq.org/JE04003605,11063,"Baumgartner, J.","Baumgartner, J.",0.0
1093,Baur,W.,,,,,,,"Baur, W.",6,https://je.jacq.org/JE04005691,4634,"Baur, W.","Baur, W.",0.0
1098,Bay,D.C.,,,,,,,"Bay, D.C.",14,http://id.snsb.info/snsb/collection/501064/622283/279867,7761,"Bay, D.C.","Bay, D.C.",0.0
1101,Bayer,C.,,,,,,,"Bayer, C.",11,https://herbarium.bgbm.org/object/B100191601,12100,"Bayer, C.","Bayer, C.",0.0
1102,Bayer,E.,,,,,,,"Bayer, E.",10,http://id.snsb.info/snsb/collection/408323/477614/192207,19895,"Bayer, E.","Bayer, E.",0.0
1104,Bayer,J.N.,,,,,,,"Bayer, J.N.",5,https://herbarium.bgbm.org/object/B101097580,30,"Bayer, J.N.","Bayer, J.N.",0.0
1108,Bayliss,E.,,,,,,,"Bayliss, E.",2,https://herbarium.bgbm.org/object/B100239632,6759,"Bayliss, E.","Bayliss, E.",0.0
1109,Bayliss,R.D.A.,,,,,,,"Bayliss, R.D.A.",44,http://id.snsb.info/snsb/collection/17928/26707/17748,13016,"Bayliss, R.D.A.","Bayliss, R.D.A.",0.0
1110,Bayón,E.,,,,,,,"Bayón, E.",79,http://id.snsb.info/snsb/collection/119098/177897/120036,10587,"Bayón, E.","Bayón, E.",0.0
1119,Beaman,J.H.,,,,,,,"Beaman, J.H.",3,https://herbarium.bgbm.org/object/B100209664,6058,"Beaman, J.H.","Beaman, J.H.",0.0
1120,Beaman,R.S.,,,,,,,"Beaman, R.S.",2,https://herbarium.bgbm.org/object/B100181963,7711,"Beaman, R.S.","Beaman, R.S.",0.0
1121,Bean,P.A.,,,,,,,"Bean, P.A.",7,http://id.snsb.info/snsb/collection/20467/29246/20287,11919,"Bean, P.A.","Bean, P.A.",0.0
1122,Beard,J.S.,,,,,,,"Beard, J.S.",1,http://id.snsb.info/snsb/collection/667903/726513/374176,8173,"Beard, J.S.","Beard, J.S.",0.0
1124,Beattie,R.K.,,,,,,,"Beattie, R.K.",1,https://dr.jacq.org/DR071595,16277,"Beattie, R.K.","Beattie, R.K.",0.0
1126,Beauchamp,R.M.,,,,,,,"Beauchamp, R.M.",2,https://herbarium.bgbm.org/object/B101138090,8317,"Beauchamp, R.M.","Beauchamp, R.M.",0.0
1129,Beauglehole,A.C.,,,,,,,"Beauglehole, A.C.",1,https://herbarium.bgbm.org/object/B100277965,11653,"Beauglehole, A.C.","Beauglehole, A.C.",0.0
1134,Bebb,M.S.,,,,,,,"Bebb, M.S.",1,https://dr.jacq.org/DR062401,14278,"Bebb, M.S.","Bebb, M.S.",0.0
1138,Beccari,O.,,,,,,,"Beccari, O.",355,http://id.snsb.info/snsb/collection/195217/479201/176993,13564,"Beccari, O.","Beccari, O.",0.0
1139,Becherer,A.,,,,,,,"Becherer, A.",1,https://herbarium.bgbm.org/object/B200012494,15697,"Becherer, A.","Becherer, A.",0.0
1140,Bechtel,A.R.,,,,,,,"Bechtel, A.R.",1,https://herbarium.bgbm.org/object/B101149408,7636,"Bechtel, A.R.","Bechtel, A.R.",0.0
1142,Beck,A.,,,,,,,"Beck, A.",1,http://id.snsb.info/snsb/collection/503553/624813/282323,13475,"Beck, A.","Beck, A.",0.0
1144,Beck,E.,,,,,,,"Beck, E.",2,http://id.snsb.info/snsb/collection/502739/623973/281529,8204,"Beck, E.","Beck, E.",0.0
1149,Beck,S.G.,,,,,,,"Beck, S.G.",471,http://id.snsb.info/snsb/collection/23705/32483/23275,14936,"Beck, S.G.","Beck, S.G.",0.0
1152,Becker,A.K.,,,,,,,"Becker, A.K.",8,http://id.snsb.info/snsb/collection/459216/559917/238065,9824,"Becker, A.K.","Becker, A.K.",0.0
1153,Becker,G.,,,,,,,"Becker, G.",3,https://herbarium.bgbm.org/object/B100312660,5586,"Becker, G.","Becker, G.",0.0
1155,Becker,J.,,,,,,,"Becker, J.",1,https://je.jacq.org/JE00021778,16434,"Becker, J.","Becker, J.",0.0
1157,Becker,W.,,,,,,,"Becker, W.",41,http://id.snsb.info/snsb/collection/499307/620523/278110,10465,"Becker, W.","Becker, W.",0.0
45,Becker,Alexander K.,,,,,,,"Becker, Alexander K.",3,https://je.jacq.org/JE00007394,504,"Becker, Alexander K.","Becker, Alexander K",0.0
1159,Beckett,E.,,,,,,,"Beckett, E.",1,https://herbarium.bgbm.org/object/B101169326,15448,"Beckett, E.","Beckett, E.",0.0
1161,Beckett,T.W.N.,,,,,,,"Beckett, T.W.N.",1,https://je.jacq.org/JE04005038,1292,"Beckett, T.W.N.","Beckett, T.W.N.",0.0
1163,Beckhaus,K.F.L.,,,,,,,"Beckhaus, K.F.L.",2,https://herbarium.bgbm.org/object/B100365294,3079,"Beckhaus, K.F.L.","Beckhaus, K.F.L.",0.0
1164,Beckler,H.,,,,,,,"Beckler, H.",11,http://id.snsb.info/snsb/collection/196261/480336/178037,15111,"Beckler, H.","Beckler, H.",0.0
1166,Beckmann,K.G.,,,,,,,"Beckmann, K.G.",1,https://je.jacq.org/JE04009751,7006,"Beckmann, K.G.","Beckmann, K.G.",0.0
46,Beckmann,Carl Ludwig,,,,,,,"Beckmann, Carl Ludwig",2,https://herbarium.bgbm.org/object/B100757493,75,"Beckmann, Carl Ludwig","Beckmann, Carl Ludwig",0.0
1168,Beddome,R.H.,,,,,,,"Beddome, R.H.",1,http://id.snsb.info/snsb/collection/645963/701023/351613,2555,"Beddome, R.H.","Beddome, R.H.",0.0
1170,Bednarek-Ochyra,H.,,,,,,,"Bednarek-Ochyra, H.",4,https://je.jacq.org/JE04009086,5916,"Bednarek-Ochyra, H.","Bednarek-Ochyra, H.",0.0
1173,Beeby,W.H.,,,,,,,"Beeby, W.H.",2,https://je.jacq.org/JE00016652,13699,"Beeby, W.H.","Beeby, W.H.",0.0
1188,Behnsch,R.,,,,,,,"Behnsch, R.",2,https://herbarium.bgbm.org/object/B100327709,12210,"Behnsch, R.","Behnsch, R.",0.0
1189,Behr,E.,,,,,,,"Behr, E.",134,http://id.snsb.info/snsb/collection/196377/483019/178150,5549,"Behr, E.","Behr, E.",0.0
1190,Behr,H.H.,,,,,,,"Behr, H.H.",2,https://je.jacq.org/JE00002786,14031,"Behr, H.H.","Behr, H.H.",0.0
1191,Behr,O.,,,,,,,"Behr, O.",97,http://id.snsb.info/snsb/collection/466801/569451/245690,10894,"Behr, O.","Behr, O.",0.0
47,Behr,Ernst,,,,,,,"Behr, Ernst",3,https://dr.jacq.org/DR052677,251,"Behr, Ernst","Behr, Ernst",0.0
1193,Behrendsen,W.,,,,,,,"Behrendsen, W.",2,https://je.jacq.org/JE00019919,171,"Behrendsen, W.","Behrendsen, W.",0.0
1201,Belalcázar,J.,,,,,,,"Belalcázar, J.",2,http://id.snsb.info/snsb/collection/670262/729757/376586,11766,"Belalcázar, J.","Belalcázar, J.",0.0
1207,Bell,D.,,,,,,,"Bell, D.",3,https://herbarium.bgbm.org/object/B100293115,2557,"Bell, D.","Bell, D.",0.0
1209,Bell,P.R.,,,,,,,"Bell, P.R.",1,https://je.jacq.org/JE04008092,9978,"Bell, P.R.","Bell, P.R.",0.0
1210,Bell,W.,,,,,,,"Bell, W.",5,https://je.jacq.org/JE04000532,2452,"Bell, W.","Bell, W.",0.0
1214,Bellardi,C.A.L.,,,,,,,"Bellardi, C.A.L.",5,https://herbarium.bgbm.org/object/BW05694010,8510,"Bellardi, C.A.L.","Bellardi, C.A.L.",0.0
1226,Beltrán,E.,,,,,,,"Beltrán, E.",2,https://herbarium.bgbm.org/object/B100160092,5523,"Beltrán, E.","Beltrán, E.",0.0
1227,Beltrán,F.,,,,,,,"Beltrán, F.",4,https://dr.jacq.org/DR074152,19839,"Beltrán, F.","Beltrán, F.",0.0
1239,Benedí,C.,,,,,,,"Benedí, C.",20,https://herbarium.bgbm.org/object/B100013694,19935,"Benedí, C.","Benedí, C.",0.0
1241,Beneken,F.,,,,,,,"Beneken, F.",1,https://dr.jacq.org/DR069159,9991,"Beneken, F.","Beneken, F.",0.0
1245,Benkert,D.,,,,,,,"Benkert, D.",3340,https://herbarium.bgbm.org/object/B100124026,5490,"Benkert, D.","Benkert, D.",0.0
1250,Benl,G.,,,,,,,"Benl, G.",16,http://id.snsb.info/snsb/collection/488971/601207/270855,8740,"Benl, G.","Benl, G.",0.0
1256,Bennert,H.W.,,,,,,,"Bennert, H.W.",14,https://herbarium.bgbm.org/object/B200012492,11069,"Bennert, H.W.","Bennert, H.W.",0.0
1258,Bennett,D.E.,,,,,,,"Bennett, D.E.",2,http://id.snsb.info/snsb/collection/645149/700041/350780,8650,"Bennett, D.E.","Bennett, D.E.",0.0
1259,Bennett,E.M.,,,,,,,"Bennett, E.M.",1,https://herbarium.bgbm.org/object/B100294752,1690,"Bennett, E.M.","Bennett, E.M.",0.0
1260,Bennett,G.,,,,,,,"Bennett, G.",1,https://herbarium.bgbm.org/object/B100448002,17493,"Bennett, G.","Bennett, G.",0.0
1261,Benoist,R.,,,,,,,"Benoist, R.",4,https://je.jacq.org/JE04009658,19837,"Benoist, R.","Benoist, R.",0.0
1264,Bentham,G.,,,,,,,"Bentham, G.",7,http://id.snsb.info/snsb/collection/458989/559688/237838,12492,"Bentham, G.","Bentham, G.",0.0
1267,Benz,B.F.,,,,,,,"Benz, B.F.",1,http://id.snsb.info/snsb/collection/25270/34048/24834,19541,"Benz, B.F.","Benz, B.F.",0.0
1277,Berckmans,P.J.A.,,,,,,,"Berckmans, P.J.A.",1,https://herbarium.bgbm.org/object/B100629711,12826,"Berckmans, P.J.A.","Berckmans, P.J.A.",0.0
1279,Berendsohn,W.G.,,,,,,,"Berendsohn, W.G.",1,https://herbarium.bgbm.org/object/B600118017,9941,"Berendsohn, W.G.","Berendsohn, W.G.",0.0
1282,Berg,A.,,,,,,,"Berg, A.",1,http://id.snsb.info/snsb/collection/722175/789238/425080,3852,"Berg, A.","Berg, A.",0.0
1283,Berg,C.,,,,,,,"Berg, C.",5,https://herbarium.bgbm.org/object/B100048147,8218,"Berg, C.","Berg, C.",0.0
1284,Berg,C.C.,,,,,,,"Berg, C.C.",18,https://herbarium.bgbm.org/object/B100022617,2651,"Berg, C.C.","Berg, C.C.",0.0
1285,Berg,E.,,,,,,,"Berg, E.",25,https://dr.jacq.org/DR035954,2185,"Berg, E.","Åberg, E.",0.0
1294,Bergendal,D.,,,,,,,"Bergendal, D.",1,https://herbarium.bgbm.org/object/B100842495,16123,"Bergendal, D.","Bergendal, D.",0.0
1296,Berger,A.,,,,,,,"Berger, A.",3,https://dr.jacq.org/DR061069,12548,"Berger, A.","Berger, A.",0.0
1297,Berger,E.,,,,,,,"Berger, E.",12,https://je.jacq.org/JE00012556,9389,"Berger, E.","Berger, E.",0.0
1298,Berger,E.F.,,,,,,,"Berger, E.F.",1,http://id.snsb.info/snsb/collection/408269/477558/192153,11712,"Berger, E.F.","Berger, E.F.",0.0
1302,Berger,R.,,,,,,,"Berger, R.",3,https://herbarium.bgbm.org/object/B180004935,3532,"Berger, R.","Berger, R.",0.0
1303,Berger-Landefeldt,U.,,,,,,,"Berger-Landefeldt, U.",44,https://herbarium.bgbm.org/object/B100560583,10024,"Berger-Landefeldt, U.","Berger-Landefeldt, U.",0.0
